Pressure_In,Pressure_Out,Flow_Rate,Temperature,Timestamp,Pressure_Drop,Flow_Pressure_Ratio,Hour,Day,Leak
82.48357076505616,71.62410862512809,91.36506395035066,26.657755925300737,2025-01-01 00:00:00,10.85946213992807,1.1076757713828194,0,1,0
79.30867849414408,74.2774066464224,99.68796511060916,28.10720749878663,2025-01-01 01:00:00,5.031271847721669,1.2569614629041537,1,1,0
83.23844269050346,71.0379003950002,100.18016872044447,27.173819449277264,2025-01-01 02:00:00,12.200542295503269,1.2035323276963539,2,1,0
87.61514928204012,73.46019235180479,104.72630345843406,28.356012543776586,2025-01-01 03:00:00,14.154956930235329,1.1952988993755271,3,1,0
78.82923312638331,65.53192666523107,86.33141636719174,29.357549067866433,2025-01-01 04:00:00,13.297306461152246,1.0951699260740144,4,1,0
78.8293152152541,76.06646853686469,105.92567273847331,32.51146345899415,2025-01-01 05:00:00,2.7628466783894083,1.3437343583651005,5,1,0
87.89606407753696,75.00602737681112,72.95608368397225,29.036522883882892,2025-01-01 06:00:00,12.890036700725844,0.8300266473746541,6,1,0
83.83717364576455,70.91455684465905,93.70115447636189,25.24312287969122,2025-01-01 07:00:00,12.922616801105505,1.1176562761492008,7,1,0
77.65262807032524,78.29622834216202,95.11726157548455,33.420203539485485,2025-01-01 08:00:00,-0.6436002718367888,1.2249070210511415,8,1,0
82.71280021792982,79.6878506881328,106.33326826071239,27.48872959915488,2025-01-01 09:00:00,3.024949529797027,1.2855719444249072,9,1,0
77.68291153593769,66.96220067815513,100.22630852676869,29.823838718686115,2025-01-01 10:00:00,10.720710857782564,1.2901974661239017,10,1,0
77.67135123214871,71.18637610716893,85.94436946143713,31.339609520822133,2025-01-01 11:00:00,6.484975124979783,1.1065129810788505,11,1,0
81.20981135783018,71.1542882510635,90.15006874182984,30.59883125520835,2025-01-01 12:00:00,10.055523106766671,1.1100882532989054,12,1,0
70.43359877671101,70.30048449445567,101.98680009547407,33.282538642564425,2025-01-01 13:00:00,0.13311428225533462,1.4479848735110699,13,1,0
71.37541083743484,79.14737420965874,99.20932658135443,31.43700943017828,2025-01-01 14:00:00,-7.771963372223894,1.3899648564919047,14,1,0
77.18856235379513,74.03086930613598,94.20875890364253,27.416071260908677,2025-01-01 15:00:00,3.1576930476591514,1.2205013777406724,15,1,0
74.93584439832789,73.67742579344694,95.19166210488021,36.53568652197499,2025-01-01 16:00:00,1.2584186048809443,1.2703086242118606,16,1,0
81.57123666297637,64.98068817796623,106.96167997159289,30.5830003900147,2025-01-01 17:00:00,16.590548485010146,1.3112669518650466,17,1,0
75.45987962239394,63.17709015104613,64.82307427130786,29.55797932013548,2025-01-01 18:00:00,-2.7172105286521884,1.2566023452433936,18,1,1
72.93848149332354,53.80370802573263,69.11908755970927,32.89177626916671,2025-01-01 19:00:00,4.134773467590904,1.3589407393869968,19,1,1
87.32824384460777,75.29966315133164,121.69936588080543,30.748352837790218,2025-01-01 20:00:00,12.028580693276126,1.3935852432977505,20,1,0
78.87111849756732,76.38688468979096,85.76317363116077,31.19768457881798,2025-01-01 21:00:00,2.484233807776363,1.087383625223595,21,1,0
80.33764102343962,81.80329297919326,81.48157268425342,37.47655199580206,2025-01-01 22:00:00,-1.4656519557536427,1.0142389234218467,22,1,0
72.87625906893271,68.45589800440445,107.83589664798606,29.17463571523486,2025-01-01 23:00:00,4.420361064528265,1.479712093191619,23,1,0
77.27808637737408,59.90243922089587,93.21356938705897,29.046717317947813,2025-01-02 00:00:00,17.37564715647821,1.2062094404068493,0,2,0
80.55461294854933,75.91924772376848,96.8176247225738,30.349735536037393,2025-01-02 01:00:00,4.635365224780855,1.2018878765581427,1,2,0
74.24503211288848,84.00255590755427,92.18843621868886,33.21454780674311,2025-01-02 02:00:00,-9.757523794665786,1.2416780110181325,2,2,0
81.87849009172837,81.19473176469718,97.40199859232487,25.480397909428802,2025-01-02 03:00:00,0.6837583270311853,1.1895918767833502,3,2,0
76.99680655040598,76.04829707637313,115.98538112096341,24.103332325570484,2025-01-02 04:00:00,0.9485094740328464,1.5063659293632428,4,2,0
78.54153125103362,72.54181907183977,108.0212845861812,28.238654188139556,2025-01-02 05:00:00,5.99971217919385,1.375339506528459,5,2,0
76.99146693885301,79.03561298318655,108.62223511886977,25.09823112282214,2025-01-02 06:00:00,-2.0441460443335444,1.4108345421810526,6,2,0
89.26139092254469,70.13226900147765,85.83772944207354,28.725505957423085,2025-01-02 07:00:00,19.12912192106704,0.9616444348275242,7,2,0
79.93251387631032,77.38178884678109,88.4884626344713,31.50749908838787,2025-01-02 08:00:00,2.5507250295292323,1.107039517123226,8,2,0
74.71144535522049,77.52735079583313,71.60921340514574,27.32775340934321,2025-01-02 09:00:00,-2.8159054406126387,0.9584770242351063,9,2,0
84.11272456051594,80.30104953749439,91.90619178917245,25.719520269655973,2025-01-02 10:00:00,3.81167502302155,1.0926549026063277,10,2,0
73.89578175014489,88.7983001945554,109.56703186385658,30.208011485146045,2025-01-02 11:00:00,-14.902518444410504,1.4827235661040434,11,2,0
81.04431797502377,76.96207983589383,105.16946515748371,32.58763045384551,2025-01-02 12:00:00,4.082238139129942,1.2976782926732986,12,2,0
70.20164938060113,72.4551818714625,97.78486737047876,24.915079684450163,2025-01-02 13:00:00,-2.2535324908613745,1.3929139030793298,13,2,0
73.35906975550785,74.87212843904003,99.77699716281947,32.460697194917955,2025-01-02 14:00:00,-1.5130586835321793,1.3601178953628865,14,2,0
80.98430617934562,66.15462047555441,93.11114457424594,32.45191861121498,2025-01-02 15:00:00,14.829685703791213,1.14974292513682,15,2,0
83.69233289997705,71.52643434455472,102.04758882401784,32.86225530646988,2025-01-02 16:00:00,12.16589855542233,1.2193181035208638,16,2,0
80.85684140594985,72.95358780943448,107.65878279480614,33.65544064461506,2025-01-02 17:00:00,7.90325359651537,1.331473844489622,17,2,0
79.4217585880588,72.37955801032703,83.84113212589527,36.606041773978845,2025-01-02 18:00:00,7.042200577731762,1.0556442347784853,18,2,0
78.49448152205356,75.76177436016862,102.99647687837349,28.931723854142835,2025-01-02 19:00:00,2.732707161884946,1.3121491060227573,19,2,0
72.60739004816287,70.887900338089,109.32434870954667,30.328714740233575,2025-01-02 20:00:00,1.7194897100738729,1.5056915498561887,20,2,0
76.40077895802645,80.60515333662235,95.8489971103663,28.750684700255924,2025-01-02 21:00:00,-4.204374378595901,1.2545550696213938,21,2,0
77.69680614520107,75.00103532459099,107.00700612120583,30.00593053426743,2025-01-02 22:00:00,2.695770820610079,1.3772379800123264,22,2,0
85.28561113109458,74.95349839430693,128.14654444472552,34.598620066908936,2025-01-02 23:00:00,10.33211273678765,1.5025574387005798,23,2,0
81.71809144784231,73.36052641743541,98.95657207013107,25.964956548207994,2025-01-03 00:00:00,8.357565030406903,1.2109504542673626,0,3,0
71.18479922318633,75.7759534192949,103.93307050005323,27.416850983503274,2025-01-03 01:00:00,-4.591154196108562,1.4600456422407624,1,3,0
81.62041984697397,79.12549132333817,92.61942916338609,34.13154280951368,2025-01-03 02:00:00,2.4949285236358065,1.1347579195188457,2,3,0
78.07458859791842,70.6643489214455,101.81251162602051,33.06010952070627,2025-01-03 03:00:00,7.410239676472926,1.3040414354270529,3,3,0
76.6153899984702,71.70941755462371,104.60271624982303,28.910605059548764,2025-01-03 04:00:00,4.905972443846494,1.365296223108039,4,3,0
83.05838144420434,73.48136985611667,101.94842340270138,32.56320600336216,2025-01-03 05:00:00,9.577011588087672,1.2274307463706022,5,3,0
85.15499761247976,68.27064538263393,89.80304680291144,31.0236475274761,2025-01-03 06:00:00,16.88435222984583,1.0545832749094897,6,3,0
84.65640059558099,70.90371070139251,102.0636177132545,34.50082382700296,2025-01-03 07:00:00,13.752689894188478,1.2056218424004639,7,3,0
75.80391238388681,72.6188956322767,114.62195938717636,30.22352878148032,2025-01-03 08:00:00,3.1850167516101067,1.5120848075210005,8,3,0
78.45393812074393,79.37194590356364,104.48635764514528,33.07689634161775,2025-01-03 09:00:00,-0.9180077828197142,1.3318177115106606,9,3,0
81.65631715701782,76.31280664500963,109.61987189071841,37.92603573147786,2025-01-03 10:00:00,5.343510512008194,1.3424541086685076,10,3,0
84.8777256356118,75.96794955683772,97.62988029987372,31.7942974651424,2025-01-03 11:00:00,8.909776078774073,1.150241339130536,11,3,0
77.60412881077355,79.25448981083986,107.49900239423711,30.14798449738453,2025-01-03 12:00:00,-1.6503610000663116,1.3852225414981778,12,3,0
79.07170511668092,74.31314105800301,102.79267838216526,32.16734095566294,2025-01-03 13:00:00,4.758564058677905,1.299993028233685,13,3,0
74.46832512996986,76.95232424964445,90.49089270312768,28.904157425388345,2025-01-03 14:00:00,-2.4839991196745927,1.2151593364507693,14,3,0
74.01896687959665,74.48389123533752,103.18521004798875,37.1639031165742,2025-01-03 15:00:00,-0.46492435574087665,1.3940372374483843,15,3,0
84.06262911197099,76.32681174699815,90.08303336559689,30.540213113087944,2025-01-03 16:00:00,7.735817364972846,1.0716179543876414,16,3,0
86.78120014285412,72.08620671194208,93.67119725115208,29.18120003932346,2025-01-03 17:00:00,14.694993430912035,1.0793949185192977,17,3,0
79.63994939209833,62.80591420861786,101.89328307292374,27.49293298493989,2025-01-03 18:00:00,16.834035183480474,1.2794240962789003,18,3,0
85.01766448946012,74.32860418906849,102.97244273380124,33.29166057481932,2025-01-03 19:00:00,10.689060300391631,1.2111886540317804,19,3,0
81.80818012523817,82.1137406804997,88.10767534922871,32.60156223848322,2025-01-03 20:00:00,-0.30556055526153614,1.0770031119665013,20,3,0
76.77440122697438,64.63107701120796,80.53985771182876,28.507936885757722,2025-01-03 21:00:00,-2.8566757842335875,1.4398007870751477,21,3,1
81.80697802754207,79.82698742295585,105.72006278300474,31.72935403536727,2025-01-03 22:00:00,1.9799906045862201,1.2923109056088438,22,3,0
87.69018283232984,81.18065360903108,92.95271564389117,25.474332095361433,2025-01-03 23:00:00,6.509529223298756,1.060012672359196,23,3,0
79.82086980445024,75.44328795480719,84.62415203550825,30.55491172521947,2025-01-04 00:00:00,4.37758184964305,1.0601756362849586,0,4,0
87.82321827907003,75.98657853702798,98.55095420918569,31.358269056230085,2025-01-04 01:00:00,11.836639742042053,1.1221513503924825,1,4,0
66.90127447955128,71.91174052282825,95.5405628613884,35.121989428677665,2025-01-04 02:00:00,-5.010466043276978,1.4280826385417287,2,4,0
84.10951252187611,73.41963571986476,101.13140457053022,27.68754359181393,2025-01-04 03:00:00,10.689876802011355,1.2023775850615115,3,4,0
80.43523534119086,78.0788557488557,96.36883338844433,26.16494211359303,2025-01-04 04:00:00,2.356379592335159,1.1980921172014363,4,4,0
78.50496324767066,81.01942218584408,79.92543139254991,27.313716117224875,2025-01-04 05:00:00,-2.5144589381734193,1.0180938619060214,5,4,0
80.45880388267751,74.302768621595,96.11653061698841,25.99029449905524,2025-01-04 06:00:00,6.156035261082508,1.194605363647822,6,4,0
70.06215542699553,72.74905367574294,96.94380888931687,34.00997207327695,2025-01-04 07:00:00,-2.6868982487474113,1.3836827380154542,7,4,0
78.90164056081244,75.00263979428298,106.3366102477406,34.64591788507211,2025-01-04 08:00:00,3.899000766529454,1.347710846248812,8,4,0
81.78556285755873,78.00603374464558,93.0180032538895,30.960649733846488,2025-01-04 09:00:00,3.7795291129131527,1.1373399978000234,9,4,0
87.38947022370758,67.7807259193323,116.78674673372566,33.66388483705544,2025-01-04 10:00:00,19.60874430437528,1.3363936532722736,10,4,0
77.40864890863176,63.51909523431381,80.88359449348243,30.401875141740707,2025-01-04 11:00:00,13.889553674317952,1.044890786558546,11,4,0
75.95753198553406,72.24731575254208,113.11167497802624,29.7146650568977,2025-01-04 12:00:00,3.710216232991982,1.4891434348885078,12,4,0
77.49121478207732,68.89643787042921,97.75681029121895,29.000887142838714,2025-01-04 13:00:00,8.594776911648111,1.2615210375901658,13,4,0
84.57701058851038,72.45929901176345,108.59584872343557,29.068827025867304,2025-01-04 14:00:00,12.117711576746927,1.28398763597719,14,4,0
81.64375554829843,74.26109840591265,100.79801484058733,25.356595331072906,2025-01-04 15:00:00,7.382657142385781,1.2346076171726512,15,4,0
77.3511989811648,72.73375795488494,111.39555536025469,30.792764290822017,2025-01-04 16:00:00,4.617441026279863,1.4401268813701382,16,4,0
82.56633716556678,82.26233767235372,96.12638035447189,29.87899826935787,2025-01-04 17:00:00,0.3039994932130554,1.1642319619846297,17,4,0
80.4853877467402,76.63372382301161,89.01379574822188,32.23608217223363,2025-01-04 18:00:00,3.8516639237285943,1.1059620532449577,18,4,0
84.84322495266444,76.50237179805414,114.20504287271064,30.280570489315828,2025-01-04 19:00:00,8.3408531546103,1.34607129179395,19,4,0
76.48973453061323,78.111035720217,98.86519354117858,29.511888895292724,2025-01-04 20:00:00,-1.62130118960377,1.292528745492281,20,4,0
78.36168926701116,54.30583441109616,72.2155847362421,27.386420909977108,2025-01-04 21:00:00,9.055854855915001,1.3044074553303235,21,4,1
78.0394592343392,80.19555893710134,112.34751914044796,30.216459710465283,2025-01-04 22:00:00,-2.156099702762134,1.4396243367966475,22,4,0
72.68242525933941,74.6211785673227,89.68044757905565,32.21471169244849,2025-01-04 23:00:00,-1.9387533079832906,1.2338668518613245,23,4,0
81.48060138532288,78.35240308620607,105.95490897639257,26.569983026748417,2025-01-05 00:00:00,3.128198299116818,1.3003695870092384,0,5,0
81.30527636089944,69.64071383479923,94.10105243537109,30.262421261042217,2025-01-05 01:00:00,11.664562526100212,1.1573792633565492,1,5,0
80.02556728321231,67.23120616991967,98.67830644355628,30.69912885458845,2025-01-05 02:00:00,12.794361113292638,1.2330845936210062,2,5,0
78.82706433312427,79.08944829012515,100.7227896538429,27.845805649145206,2025-01-05 03:00:00,-0.26238395700087835,1.2777689709526328,3,5,0
72.92314628974793,76.88204763048758,84.99778138553064,28.236431085276,2025-01-05 04:00:00,-3.9589013407396436,1.165580121735354,4,5,0
77.89677338617321,70.48974222821245,92.21162957179565,30.69183254629864,2025-01-05 05:00:00,7.407031157960759,1.1837668458613575,5,5,0
78.28642741736616,70.65168459362653,113.5107289241314,26.59973694512213,2025-01-05 06:00:00,7.634742823739629,1.4499411733219514,6,5,0
75.9886136538919,80.62717392207385,108.86191188584796,31.049771145748178,2025-01-05 07:00:00,-4.638560268181948,1.432608022770424,7,5,0
79.19357144166996,69.05294053566337,99.37360422672765,27.3139368790224,2025-01-05 08:00:00,10.140630906006592,1.2548189186256373,8,5,0
82.02025428407269,83.21336476627982,102.43123458512893,33.18856107909965,2025-01-05 09:00:00,-1.193110482207132,1.2488527741188928,9,5,0
89.43092950605265,70.49689632676066,97.05757494363543,37.0134832361649,2025-01-05 10:00:00,18.934033179291987,1.085279607702954,10,5,0
80.8728890641592,63.191959628041914,83.56583385827982,27.417729594894542,2025-01-05 11:00:00,2.6809294361172817,1.40425080802636,11,5,1
81.28775195361382,73.35690762125508,97.99647422205837,31.602623587124025,2025-01-05 12:00:00,7.930844332358745,1.2055501574514897,12,5,0
79.62777042116916,78.01593715541172,102.31842092134848,27.819774285353944,2025-01-05 13:00:00,1.61183326575744,1.2849588470275504,13,5,0
70.4061439235048,72.27942998942903,111.46030144142065,33.122862521393365,2025-01-05 14:00:00,-1.8732860659242334,1.5831045331991938,14,5,0
79.86743062275391,74.18603546963853,92.22628515154094,26.204224772744354,2025-01-05 15:00:00,5.681395153115389,1.1547419628376827,15,5,0
80.30115104970513,75.2045958769786,115.58789184496894,31.441760275283137,2025-01-05 16:00:00,5.096555172726525,1.4394298953339153,16,5,0
92.31621056242643,69.98906272109264,84.69538590256623,27.381033099331944,2025-01-05 17:00:00,22.327147841333797,0.9174485847294104,17,5,0
79.03819517609439,78.70412172710063,116.29642131112799,29.379046232704894,2025-01-05 18:00:00,0.3340734489937631,1.4713950177894801,18,5,0
81.50773671166806,72.43393216764207,96.27324416048026,26.90692417455808,2025-01-05 19:00:00,9.07380454402599,1.1811545287964447,19,5,0
79.82644115147379,73.85700042329991,97.57301252174719,32.46705141268726,2025-01-05 20:00:00,5.969440728173879,1.2223142970066225,20,5,0
74.15660981190234,70.02825312695744,81.09989828817058,27.48905893668124,2025-01-05 21:00:00,4.1283566849449045,1.093629921291987,21,5,0
85.7141140725751,62.18833170602345,95.45205282622307,31.655892777995483,2025-01-05 22:00:00,23.525782366551653,1.1136093830394014,22,5,0
83.75966516343387,74.04486118699916,89.60193468973115,28.967705915213003,2025-01-05 23:00:00,9.714803976434709,1.06975026484878,23,5,0
83.95515973521523,87.06307710806458,93.92353654626527,29.65658288460341,2025-01-06 00:00:00,-3.107917372849343,1.1187344012583036,0,6,0
75.4530627260263,78.92302143949011,98.62689034211121,30.443267722200385,2025-01-06 01:00:00,-3.469958713463811,1.3071288786373239,1,6,0
87.0139715546805,74.90369810132803,109.57791614472906,27.714525985023453,2025-01-06 02:00:00,12.110273453352463,1.2593138963060684,2,6,0
